Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image
"
A Dyad Of Revenge
",Japon,EnCours,+16ans,null,2,null,"Drame,Mystère,Surnaturel,TrancheDeVie,Psychologie",https://www.japscan.me/imgs/mangas/a-dyad-of-revenge.jpg
"
Aegis Orta
",Japon,EnCours,+16ans,2016,54,Shōnen,"Fantastique,Webtoon",https://www.japscan.me/imgs/mangas/aegis-orta.jpg
"
Aeri Au Pays Des Merveilles
",CoréeDuSud,Terminé,+16ans,2020,35,null,"Fantastique,Webtoon",https://www.japscan.me/imgs/mangas/aeri-au-pays-des-merveilles.jpg
"
A Fairytale For The Demon Lord
",CoréeDuSud,Terminé,+16ans,2011,60,Seinen,"Fantastique,Drame,Mystère,Action,Comédie,Romance,Tragédie,Science-fiction,Psychologie,Mechas,Webtoon",https://www.japscan.me/imgs/mangas/a-fairytale-for-the-demon-lord.jpg
"
A Falling Cohabitation
",CoréeDuSud,EnCours,+16ans,2017,4,Shōjo,"Surnaturel,Comédie,Romance,Webtoon",https://www.japscan.me/imgs/mangas/a-falling-cohabitation.jpg
"
A False Confession
",CoréeDuSud,EnCours,+14ans,2019,64,Shōjo,"Fantastique,Drame,Action,Militaire,Comédie,Magie,Romance,Isekai,Réincarnation,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/a-false-confession.jpg
"
Aflame Inferno
",Japon,EnPause,+16ans,2006,6,Seinen,"Fantastique,Drame,Surnaturel,Démons,Ecchi,Action,Aventure,Romance,Harem",https://www.japscan.me/imgs/mangas/aflame-inferno.jpg
"
A Fleur De Peau
",Japon,Terminé,+12ans,2005,17,Shōjo,"Drame,Psychologique,SchoolLife,TrancheDeVie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/a-fleur-de-peau.jpg
"
A Fool And A Girl
",CoréeDuSud,EnCours,+12ans,2019,1,Josei,"Fantastique,Drame,Ecchi,Romance,Smut,Webtoon",https://www.japscan.me/imgs/mangas/a-fool-and-a-girl.jpg
"
Afro Samurai
",Japon,Terminé,+14ans,2008,2,Seinen,"Fantastique,Drame,Mature,Action,Aventure,Tragédie,Science-fiction,Samurai,ArtsMartiaux",https://www.japscan.me/imgs/mangas/afro-samurai.jpg
"
After Demon
",Chine,EnCours,+14ans,null,12,Seinen,"Fantastique,Drame,Mature,Action,Aventure,Tragédie,Science-fiction,Samurai,ArtsMartiaux",https://www.japscan.me/imgs/mangas/after-demon.jpg
"
After God
",Japon,EnCours,+14ans,2021,19,Shounen,"Drame,Surnaturel,Action",https://www.japscan.me/imgs/mangas/after-god.jpg
"
After School Adventure
",Chine,EnCours,+12ans,2020,11.1,Yuri,"SchoolLife,Romance,Smut,Webtoon,ShoujoAi",https://www.japscan.me/imgs/mangas/after-school-adventure.jpg
"
Afterschool Charisma
",Japon,Terminé,+14ans,2008,12,Seinen,"Suspense,Drame,Mystère,SchoolLife,Aventure,Science-fiction,Psychologie,Thriller,Clonage",https://www.japscan.me/imgs/mangas/afterschool-charisma.jpg
"
Afterschool Cinderella
",Japon,Terminé,+14ans,2015,3,null,"Suspense,Drame,Mystère,SchoolLife,Aventure,Science-fiction,Psychologie,Thriller,Clonage",https://www.japscan.me/imgs/mangas/afterschool-cinderella.jpg
"
After Signing In For 30 Days, I Can Annihilate Stars
",Chine,EnCours,+14ans,2021,12,Shōnen,"Fantastique,Drame,Action,Aventure,Monstres,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/after-signing-in-for-30-days-i-can-annihilate-stars.jpg
"
After The Curtain Call
",CoréeDuSud,Terminé,+14ans,2020,51,Yuri,"Drame,Romance,Webtoon,ShoujoAi",https://www.japscan.me/imgs/mangas/after-the-curtain-call.jpg
"
After Transformation, Mine And Her Wild Fantasy
",Chine,EnCours,+14ans,2018,54,Seinen,"Fantastique,Ecchi,Action,Comédie,Aventure,Isekai,GenderBender,ArtsMartiaux,Genderswap",https://www.japscan.me/imgs/mangas/after-transformation-mine-and-her-wild-fantasy.jpg
"
Again
",Japon,EnCours,+14ans,2011,12,Shōnen,"Drame,SchoolLife,Surnaturel,TrancheDeVie,Comédie,Club,Amitié,Romance,Adolescence,VoyageTemporel",https://www.japscan.me/imgs/mangas/again.jpg
"
Again My Life
",CoréeDuSud,EnCours,+14ans,null,7,Shōnen,"Drame,SchoolLife,Surnaturel,TrancheDeVie,Comédie,Club,Amitié,Romance,Adolescence,VoyageTemporel",https://www.japscan.me/imgs/mangas/again-my-life.jpg
"
Against The Gods
",Chine,EnCours,+14ans,2017,80,Seinen,"Fantastique,Drame,Ecchi,Action,Comédie,Aventure,Harem,Isekai,Réincarnation,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/against-the-gods.jpg
"
Agatha
",CoréeDuSud,EnCours,+14ans,2021,65,null,"Fantastique,Drame,Ecchi,Action,Comédie,Aventure,Harem,Isekai,Réincarnation,ArtsMartiaux,Webtoon,Wuxia",https://www.japscan.me/imgs/mangas/agatha.jpg
"
Ageku No Hate No Kanon
",Japon,Terminé,+12ans,2015,5,Seinen,"Fantastique,Drame,Post-Apocalyptique,Romance,Extra-terrestres,Science-fiction,Aliens,Mélancolie",https://www.japscan.me/imgs/mangas/ageku-no-hate-no-kanon.jpg
"
Agence Hardy
",Japon,EnPause,+12ans,2001,7,null,"Fantastique,Drame,Post-Apocalyptique,Romance,Extra-terrestres,Science-fiction,Aliens,Mélancolie",https://www.japscan.me/imgs/mangas/agence-hardy.jpg
"
Agharta
",Japon,EnPause,+14ans,1997,9,Seinen,"Fantastique,Drame,Mature,Action,Guerre,Science-fiction",https://www.japscan.me/imgs/mangas/agharta.jpg
"
A Girl Like Alien
",CoréeDuSud,EnCours,+14ans,2020,3,null,"Fantastique,Drame,Mature,Action,Guerre,Science-fiction",https://www.japscan.me/imgs/mangas/a-girl-like-alien.jpg
"
A Girls
",Japon,Terminé,+14ans,2009,3,Shounen,"Drame,Mystère,Ecchi,Romance",https://www.japscan.me/imgs/mangas/a-girls.jpg
"
A Girl Who Unconsciously Acts Boyish
",Japon,Terminé,+14ans,2020,3,Shounen,"SchoolLife,Comédie,Romance,SliceOfLife,Webcomic",https://www.japscan.me/imgs/mangas/a-girl-who-unconsciously-acts-boyish.jpg
"
Agora
",Japon,EnCours,+14ans,2015,2,Shōnen,"SchoolLife,Comédie,Romance,SliceOfLife,Webcomic",https://www.japscan.me/imgs/mangas/agora.jpg
"
A Happy Couple
",Japon,EnCours,+14ans,2019,19,Shōjo,"TrancheDeVie,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/a-happy-couple.jpg
"
Aharen-San Wa Hakarenai
",Japon,EnCours,+14ans,2017,11,Shounen,"SchoolLife,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/aharen-san-wa-hakarenai.jpg
"
A High School Girl And A Private Teacher
",Japon,EnCours,+14ans,2018,6,"Shōnen,Shōjo","Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/a-high-school-girl-and-a-private-teacher.jpg
"
Ah! My Goddess
",Japon,Terminé,+12ans,1988,48,"Shōnen,Seinen","Fantastique,Anges,SchoolLife,Surnaturel,Démons,Dieux/Déesses,Action,TrancheDeVie,Comédie,Magie,Aventure,Romance,Harem",https://www.japscan.me/imgs/mangas/ah-my-goddess.jpg
"
A Hunter's Courtship Method
",CoréeDuSud,EnCours,+14ans,2020,14,Shōjo,"Fantastique,Action,Romance,Webtoon",https://www.japscan.me/imgs/mangas/a-hunter-s-courtship-method.jpg
"
Aideen
",Japon,EnCours,+14ans,null,1,Shōjo,"Fantastique,Action,Romance,Webtoon",https://www.japscan.me/imgs/mangas/aideen.jpg
"
Aidin
",CoréeDuSud,EnCours,+14ans,2020,36,null,"Fantastique,Action,Romance,Webtoon",https://www.japscan.me/imgs/mangas/aidin.jpg
"
Ai Hime - Ai To Himegoto
",Japon,EnCours,+12ans,2006,3,Shōjo,"Drame,Comédie,Romance",https://www.japscan.me/imgs/mangas/ai-hime-ai-to-himegoto.jpg
"
Aiki
",Japon,Terminé,+14ans,2004,14,Seinen,"Drame,SchoolLife,Ecchi,Action,TrancheDeVie,Comédie,Aventure,Harem,ArtsMartiaux",https://www.japscan.me/imgs/mangas/aiki.jpg
"
Aiki S
",Japon,EnPause,+14ans,2013,7,Seinen,"Mature,Ecchi,Action,Comédie,Aventure,ArtsMartiaux",https://www.japscan.me/imgs/mangas/aiki-s.jpg
"
Aimane
",Japon,Terminé,+14ans,2012,13,Shōnen,"Surnaturel,Ecchi,Comédie,Romance",https://www.japscan.me/imgs/mangas/aimane.jpg
"
Aime Ton Prochain
",Japon,Terminé,+14ans,2017,6,"Shōnen,Seinen","Suspense,Drame,Mature,Psychologique,SchoolLife,Tragique,Ecchi,Action,Horreur,Gore,Romance,Tragédie,Psychologie,Amour,Crime,Thriller,Assassinat,WTF,SexuelViolence,Malsain,Jalousie,égoïsme,Altruisme",https://www.japscan.me/imgs/mangas/aime-ton-prochain.jpg
"
Ai No Jidai - Ichigo Ichie
",Japon,Terminé,+14ans,2015,1,Shōnen,"Drame,TrancheDeVie,Tragédie",https://www.japscan.me/imgs/mangas/ai-no-jidai-ichigo-ichie.jpg
"
Ai Non Stop
",Japon,Terminé,+10ans,1994,8,Shōnen,"SchoolLife,Ecchi,Comédie,Romance,Science-fiction,Harem",https://www.japscan.me/imgs/mangas/ai-non-stop.jpg
"
Ainsi Parlait Zarathoustra - Kurokawa
",Japon,Terminé,+12ans,2018,1,Seinen,"Drame,Historique,Société,Philosophique",https://www.japscan.me/imgs/mangas/ainsi-parlait-zarathoustra-kurokawa.jpg
"
Air
",Japon,Terminé,+14ans,2005,2,"Shōnen,Seinen","Fantastique,Drame,Surnaturel,Tragique,TrancheDeVie,Comédie,Romance",https://www.japscan.me/imgs/mangas/air.jpg
"
Aire
",CoréeDuSud,EnCours,+14ans,2020,35,null,"Fantastique,Drame,Surnaturel,Tragique,TrancheDeVie,Comédie,Romance",https://www.japscan.me/imgs/mangas/aire.jpg
"
Ai-Ren
",Japon,Terminé,+16ans,1999,5,Seinen,"Drame,Mature,Ecchi,Post-Apocalyptique,Militaire,TrancheDeVie,Romance,Tragédie,Science-fiction,Psychologie",https://www.japscan.me/imgs/mangas/ai-ren.jpg
"
Air Gear
",Japon,Terminé,+10ans,2002,37,Shōnen,"Fantastique,Drame,SchoolLife,Surnaturel,Ecchi,Action,Sport,Comédie,Tournois,Romance,Science-fiction,Harem",https://www.japscan.me/imgs/mangas/air-gear.jpg
"
Aisha
",Chine,EnCours,+10ans,2020,27,Seinen,"Drame,Mature,Mystère,Action,Horreur,Historique,Romance,Tragédie,Smut,Thriller",https://www.japscan.me/imgs/mangas/aisha.jpg
"
Aishite Nai, Kamo.
",Japon,Terminé,+10ans,2016,1,Shōjo,"SchoolLife,TrancheDeVie,Ecole,Romance",https://www.japscan.me/imgs/mangas/aishite-nai-kamo.jpg
"
Aisopos
",CoréeDuSud,EnCours,+12ans,2014,58,"Shōnen,Seinen","Fantastique,Drame,Mature,Surnaturel,Aventure,Historique,Romance,Webtoon",https://www.japscan.me/imgs/mangas/aisopos.jpg
"
Ai Suru Hito
",Japon,Terminé,+16ans,2002,4,"Shōjo,Josei","Mature,Comédie,Romance,Smut,Humour",https://www.japscan.me/imgs/mangas/ai-suru-hito.jpg
"
Aiyoku No Eustia
",Japon,Terminé,+16ans,2012,15,Shōnen,"Fantastique,Drame,Surnaturel,Action,Horreur,Romance,Tragédie",https://www.japscan.me/imgs/mangas/aiyoku-no-eustia.jpg
"
Ajin
",Japon,Terminé,+16ans,2012,17,Seinen,"Suspense,Drame,Mature,Mystère,Psychologique,Surnaturel,Action,Horreur,Aventure,Combats,Tragédie,Monstres,Immortalité,Mort",https://www.japscan.me/imgs/mangas/ajin.jpg
"
Aka Akatoretachi No Monogatari
",Japon,EnCours,+14ans,2014,46,"Shōnen,Seinen","Drame,Mature,Mystère,Surnaturel,Ecchi,Post-Apocalyptique,Action,Horreur,Aventure,Romance,Psychologie,Vampires,Vengeance,Smut,Clonage",https://www.japscan.me/imgs/mangas/aka-akatoretachi-no-monogatari.jpg
"
Akaboshi - Ibun Suikoden
",Japon,Terminé,+12ans,2009,3,Shōnen,"Fantastique,Drame,Action,Comédie,Aventure,SuperPouvoirs,Historique,ArtsMartiaux",https://www.japscan.me/imgs/mangas/akaboshi-ibun-suikoden.jpg
"
Akachan Ryuu No Osewagakari Ni Ninmei Saremashita
",Japon,EnCours,+12ans,2020,1,Josei,"Drame,Romance,Isekai,Fantasy",https://www.japscan.me/imgs/mangas/akachan-ryuu-no-osewagakari-ni-ninmei-saremashita.jpg
"
Akage No Anne
",Japon,Terminé,+12ans,1997,3,Shōjo,"Drame,SchoolLife,TrancheDeVie,Comédie,Historique,Romance",https://www.japscan.me/imgs/mangas/akage-no-anne.jpg
"
Akai Kami Wa Yuuwaku No Shirushi
",Japon,Terminé,+14ans,2010,1,Josei,"Drame,Mystère,Romance",https://www.japscan.me/imgs/mangas/akai-kami-wa-yuuwaku-no-shirushi.jpg
"
Akai Kiba: Blue Sonnet
",Japon,EnCours,+14ans,1989,3.4,Shōjo,"Drame,Surnaturel,Action,Aventure,Science-fiction",https://www.japscan.me/imgs/mangas/akai-kiba-blue-sonnet.jpg
"
Akai Kiri No Naka Kara
",Japon,EnCours,+14ans,2019,1,Shounen,"Drame,Mystère,Psychologique,Tragique,Action,Horreur,Aventure,Historique,Tragédie,Quotidien,Crime,Thriller",https://www.japscan.me/imgs/mangas/akai-kiri-no-naka-kara.jpg
"
Akai Ringo
",Japon,EnCours,+16ans,2019,26,Seinen,"Drame,Mature,Psychologique,SchoolLife,Action,Société,Social,Harem,Adulte,Erotique",https://www.japscan.me/imgs/mangas/akai-ringo.jpg
"
Akaki Tsuki No Meguru Koro
",Japon,Terminé,+12ans,2009,2,Shōjo,"Drame,Mystère,Surnaturel,Romance,Fantasy",https://www.japscan.me/imgs/mangas/akaki-tsuki-no-meguru-koro.jpg
"
Akame Ga Kiru
",Japon,Terminé,+12ans,2010,15,Shōnen,"Fantastique,Drame,Mature,Action,Horreur,Gore,Politique,Aventure,Combats,Romance,Tragédie,Psychologie,Assassinat,OrganisationsSecrètes",https://www.japscan.me/imgs/mangas/akame-ga-kiru.jpg
"
Akane Banashi
",Japon,EnCours,+14ans,2022,1,Shounen,"Drame,Famille,Vengeance,SliceOfLife",https://www.japscan.me/imgs/mangas/akane-banashi.jpg
"
Akane-Chan Overdrive
",Japon,Terminé,+10ans,1999,2,Shōjo,"Fantastique,SchoolLife,Surnaturel,Ecchi,Comédie,GenderBender,Erotique,Smut,Genderswap",https://www.japscan.me/imgs/mangas/akane-chan-overdrive.jpg
"
Akaneiro No Kaze
",Japon,Terminé,+14ans,1995,1,Seinen,"Action,TrancheDeVie,Aventure,Historique",https://www.japscan.me/imgs/mangas/akaneiro-no-kaze.jpg
"
Akari O Otoshita Ato De
",Japon,EnCours,+14ans,2010,5,Yaoi,"Action,TrancheDeVie,Aventure,Historique",https://www.japscan.me/imgs/mangas/akari-o-otoshita-ato-de.jpg
"
Akarui Sekai Keikaku
",Japon,Terminé,+12ans,2012,3,Shōnen,"Suspense,Drame,SchoolLife,Ecchi,Horreur,TrancheDeVie,Comédie,Romance,Psychologie,Harem",https://www.japscan.me/imgs/mangas/akarui-sekai-keikaku.jpg
"
Akatsuki
",Japon,Terminé,+10ans,2009,9,Shōnen,"Fantastique,Surnaturel,Action,Aventure",https://www.japscan.me/imgs/mangas/akatsuki.jpg
"
AKB48 Satsujin Jiken
",Japon,Terminé,+12ans,2012,1,Shōnen,"Suspense,Mystère,Comédie,Aventure,Policier",https://www.japscan.me/imgs/mangas/akb48-satsujin-jiken.jpg
"
AKB49 - Renai Kinshi Jourei
",Japon,EnCours,+12ans,2010,12,Shōnen,"Drame,SchoolLife,Ecchi,Comédie,Aventure,Romance,GenderBender,Musique,Idols,Crossdressing",https://www.japscan.me/imgs/mangas/akb49-renai-kinshi-jourei.jpg
"
Ake No Tobari
",Japon,EnCours,+14ans,2014,119,Shōnen,"Fantastique,Drame,Surnaturel,Action,Comédie",https://www.japscan.me/imgs/mangas/ake-no-tobari.jpg
"
[email protected]
",Japon,EnCours,+14ans,2006,6,Seinen,"Drame,Mystère,Ecchi,Action,TrancheDeVie,Comédie,Romance,Science-fiction,Game,Philosophique",https://www.japscan.me/imgs/mangas/akihabaraadeep.jpg
"
A Kind Goblin's Bird
",CoréeDuSud,EnCours,+16ans,2020,34,Josei,"Fantastique,Drame,Mature,Historique,Romance,Smut,Webtoon",https://www.japscan.me/imgs/mangas/a-kind-goblin-s-bird.jpg
"
A Kind World
",Japon,EnCours,+16ans,null,41,Josei,"Fantastique,Drame,Mature,Historique,Romance,Smut,Webtoon",https://www.japscan.me/imgs/mangas/a-kind-world.jpg
"
Akira
",Japon,Terminé,+16ans,1982,6,Seinen,"Suspense,Drame,Mature,Surnaturel,Post-Apocalyptique,Action,Horreur,Militaire,Aventure,SuperPouvoirs,Tragédie,Science-fiction,Psychologie,Cyberpunk",https://www.japscan.me/imgs/mangas/akira.jpg
"
Aki-Sora
",Japon,Terminé,null,2008,6,Seinen,"Drame,Mature,SchoolLife,Ecchi,Romance,Harem,Adulte,Erotique,Smut,Crossdressing,Inceste",https://www.japscan.me/imgs/mangas/aki-sora.jpg
"
Akita Imokko Ebina-Chan
",Japon,EnCours,+12ans,2016,3,Seinen,"SchoolLife,TrancheDeVie,Comédie,Voyage,Romance,Quotidien,Campagne",https://www.japscan.me/imgs/mangas/akita-imokko-ebina-chan.jpg
"
Akkan Baby
",Japon,Terminé,+10ans,2001,3,Shōjo,"Drame,Mature,SchoolLife,TrancheDeVie,Comédie,Romance,Smut",https://www.japscan.me/imgs/mangas/akkan-baby.jpg
"
Akku
",Japon,EnCours,+10ans,2019,6,null,"Drame,Mature,SchoolLife,TrancheDeVie,Comédie,Romance,Smut",https://www.japscan.me/imgs/mangas/akku.jpg
"
Akuma De Koi Shiyou
",Japon,Terminé,+10ans,2012,1,Shōjo,"SchoolLife,Comédie,Romance",https://www.japscan.me/imgs/mangas/akuma-de-koi-shiyou.jpg
"
Akuma Jiten
",Japon,EnPause,+10ans,2002,11,Shōnen,"Surnaturel,Comédie,Romance,Harem",https://www.japscan.me/imgs/mangas/akuma-jiten.jpg
"
Akuma Na Eros
",Japon,Terminé,+14ans,2001,4,Shōjo,"Fantastique,Drame,SchoolLife,Surnaturel,Démons,Ecole,Romance,Smut",https://www.japscan.me/imgs/mangas/akuma-na-eros.jpg
"
Akuma No Ichigo
",Japon,Terminé,+12ans,2013,5,Shōjo,"Drame,SchoolLife,Comédie,Romance",https://www.japscan.me/imgs/mangas/akuma-no-ichigo.jpg
"
Akuma No Omise
",Japon,Terminé,+12ans,2002,11.5,Seinen,"Drame,SchoolLife,Comédie,Romance",https://www.japscan.me/imgs/mangas/akuma-no-omise.jpg
"
Akuma No Riddle
",Japon,EnCours,+14ans,2012,5,Seinen,"Fantastique,Drame,Psychologique,SchoolLife,Action,Ecole,Psychologie,Thriller,SurvivalGame,Assassinat,ShoujoAi",https://www.japscan.me/imgs/mangas/akuma-no-riddle.jpg
"
Akuma To Dolce
",Japon,EnCours,+12ans,2007,2,Shōjo,"Fantastique,Surnaturel,TrancheDeVie,Comédie,Romance,Amour,Fantasy,Cooking",https://www.japscan.me/imgs/mangas/akuma-to-dolce.jpg
"
Akuma To Duet
",Japon,Terminé,+12ans,2011,1,Shōjo,"Fantastique,Surnaturel,Romance,Fantasy,HistoiresCourtes",https://www.japscan.me/imgs/mangas/akuma-to-duet.jpg
"
Akuma To Love Song
",Japon,Terminé,+12ans,2007,13,Shōjo,"Drame,Psychologique,SchoolLife,Comédie,Ecole,Romance,Harem,Musique,TriangleAmoureux",https://www.japscan.me/imgs/mangas/akuma-to-love-song.jpg
"
Akumetsu
",Japon,Terminé,+14ans,2002,18,Shōnen,"Fantastique,Drame,Mature,Mystère,SchoolLife,Action,Horreur,Comédie,Romance,Tragédie,Science-fiction,Psychologie,Thriller,Police",https://www.japscan.me/imgs/mangas/akumetsu.jpg
"
Aku No Hana
",Japon,EnPause,+12ans,2009,11,Shōnen,"Suspense,Drame,Mature,SchoolLife,TrancheDeVie,Ecole,Romance,Tragédie,Psychologie,Littérature",https://www.japscan.me/imgs/mangas/aku-no-hana.jpg
"
Aku No Higan - Beyond Evil
",Japon,Terminé,+14ans,2014,4,"Shōnen,Seinen","Fantastique,Drame,Mature,Mystère,Surnaturel,Démons,Horreur,SuperPouvoirs,Psychologie,Thriller",https://www.japscan.me/imgs/mangas/aku-no-higan-beyond-evil.jpg
"
Aku No Meshitsukai
",Japon,EnCours,+14ans,2010,1,Shōnen,"Fantastique,Drame,Historique,Romance,Tragédie,GenderBender,Crossdressing",https://www.japscan.me/imgs/mangas/aku-no-meshitsukai.jpg
"
Akuyaku Reijo Nano De Last Boss Wo Kattemimashita
",Japon,EnCours,+14ans,null,1,Shōnen,"Fantastique,Drame,Historique,Romance,Tragédie,GenderBender,Crossdressing",https://www.japscan.me/imgs/mangas/akuyaku-reijo-nano-de-last-boss-wo-kattemimashita.jpg
"
AK Yumi
",CoréeDuSud,EnCours,+14ans,2021,7,Shōjo,"Fantastique,Drame,SchoolLife,Surnaturel,Action,Comédie,Science-fiction,Webtoon,SliceOfLife",https://www.japscan.me/imgs/mangas/ak-yumi.jpg
"
À L'assaut Du Roi
",Japon,Terminé,+12ans,2015,4,Shounen,"Sport,TrancheDeVie,Comédie",https://www.japscan.me/imgs/mangas/a-l-assaut-du-roi.jpg
"
Alchimia
",Japon,Terminé,+10ans,2016,3,Shōjo,"Fantastique,Romance",https://www.japscan.me/imgs/mangas/alchimia.jpg
"
Aldobrando
",Japon,Terminé,+10ans,2020,1,null,"Fantastique,Romance",https://www.japscan.me/imgs/mangas/aldobrando.jpg
"
A Legend Of The Wind
",Japon,EnCours,+10ans,2020,29,null,"Fantastique,Romance",https://www.japscan.me/imgs/mangas/a-legend-of-the-wind.jpg
"
Alice 19th
",Japon,Terminé,+10ans,2001,7,Shōjo,"Fantastique,Drame,SchoolLife,Surnaturel,Comédie,Romance,Psychologie",https://www.japscan.me/imgs/mangas/alice-19th.jpg
"
Alice Au Pays Des Merveilles - Disney
",Japon,Terminé,+10ans,2009,2,Shounen,"Fantastique,Comédie,Aventure,Conte,Fantasy,Légendes",https://www.japscan.me/imgs/mangas/alice-au-pays-des-merveilles-disney.jpg
"
Alice Au Royaume De Coeur
",Japon,Terminé,+12ans,2008,6,Shōjo,"Fantastique,Surnaturel,Aventure,Romance,Psychologie,HaremInversé",https://www.japscan.me/imgs/mangas/alice-au-royaume-de-coeur.jpg
"
Alice Au Royaume De Joker
",Japon,Terminé,+14ans,2010,7,Shōjo,"Fantastique,Surnaturel,Action,Comédie,Aventure,Romance,HaremInversé",https://www.japscan.me/imgs/mangas/alice-au-royaume-de-joker.jpg
"
Alice Ga Fushigi!
",Japon,EnCours,+12ans,1992,5,Shōjo,"Fantastique,SchoolLife,Surnaturel,Ecole,Romance,Fantasy",https://www.japscan.me/imgs/mangas/alice-ga-fushigi.jpg
"
Alice In Borderland
",Japon,Terminé,+12ans,2010,18,"Shōnen,Seinen","Suspense,Fantastique,Drame,Surnaturel,Action,Horreur,Tragédie,Jeu,Psychologie,Isekai,SurvivalGame",https://www.japscan.me/imgs/mangas/alice-in-borderland.jpg
"
Alice In Borderland Retry
",Japon,EnCours,+12ans,2020,2,Shōnen,"Fantastique,Drame,Surnaturel,Tragique,Action,Horreur,Psychologie,Survival,SurvivalGame,JeuxVidéo",https://www.japscan.me/imgs/mangas/alice-in-borderland-retry.jpg
"
Alice In Murderland
",Japon,Terminé,+14ans,2014,11,Shōjo,"Suspense,Fantastique,Drame,Mystère,Psychologique,Surnaturel,Action,Horreur,Romance,AliceAuxPaysDesMerveilles,SurvivalGame",https://www.japscan.me/imgs/mangas/alice-in-murderland.jpg
"
Alice On Border Road
",Japon,Terminé,+14ans,2015,8,Seinen,"Suspense,Fantastique,Drame,Mystère,Surnaturel,Action,Horreur,Jeu,Psychologie,Isekai,SurvivalGame",https://www.japscan.me/imgs/mangas/alice-on-border-road.jpg
"
Alien Nine
",Japon,Terminé,+14ans,1999,3,Seinen,"Fantastique,Ecole,Aventure,Extra-terrestres,Science-fiction,Aliens",https://www.japscan.me/imgs/mangas/alien-nine.jpg
"
Aliens Area
",Japon,EnCours,+12ans,2022,1,Shōnen,"Fantastique,Drame,Surnaturel,Action,Extra-terrestres,Science-fiction,Famille,Aliens,Police,OrganisationsSecrètes",https://www.japscan.me/imgs/mangas/aliens-area.jpg
"
Alive Last Evolution
",Japon,Terminé,+14ans,2003,21,"Shōnen,Seinen","Fantastique,Suicide,Drame,Mystère,Surnaturel,Action,Horreur,Comédie,Aventure,Romance,Tragédie,Science-fiction,Psychologie,Mort",https://www.japscan.me/imgs/mangas/alive-last-evolution.jpg
