Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image 
"
Happily Ever Now
",Japon,EnCours,+14ans,2018,38,ShounenAi,"Comédie,SliceOfLife",https://www.japscan.me/imgs/mangas/happily-ever-now.jpg
"
Happiness
",Japon,Terminé,+14ans,2015,10,"Shōnen,Seinen","Suspense,Drame,Mystère,Psychologique,SchoolLife,Surnaturel,Horreur,Comédie,Ecole,Psychologie,Vampires,Adolescence",https://www.japscan.me/imgs/mangas/happiness.jpg
"
Happy!
",Japon,EnCours,+14ans,1994,15,Seinen,"Drame,Mature,Psychologique,SchoolLife,Sport,TrancheDeVie,Ecole,Mafia,Tennis",https://www.japscan.me/imgs/mangas/happy.jpg
"
Happy Clover
",Japon,EnCours,+10ans,2006,5,Shōjo,"Fantastique,Comédie,Quotidien,Animaux,SliceOfLife,Enfants",https://www.japscan.me/imgs/mangas/happy-clover.jpg
"
Happy If You Died
",CoréeDuSud,EnPause,+12ans,2015,61,Josei,"Drame,Surnaturel,Comédie,Romance,Webtoon,SliceOfLife,Webcomic",https://www.japscan.me/imgs/mangas/happy-if-you-died.jpg
"
Happy Mania
",Japon,Terminé,+14ans,1996,11,Josei,"Mature,TrancheDeVie,Romance,Humour",https://www.japscan.me/imgs/mangas/happy-mania.jpg
"
Happy Marriage
",Japon,Terminé,+14ans,2009,10,"Shōjo,Josei","Drame,Mariage,Comédie,Romance,Amour,Smut",https://www.japscan.me/imgs/mangas/happy-marriage.jpg
"
Happy Sugar Life
",Japon,EnCours,+12ans,2015,10,Shounen,"Suspense,Drame,Mature,Mystère,Psychologique,SchoolLife,Horreur,Ecole,Violence,Amour,Erotique,Assassinat,ShoujoAi,Homosexualité",https://www.japscan.me/imgs/mangas/happy-sugar-life.jpg
"
Hardcore Leveling Warrior
",CoréeDuSud,EnCours,+12ans,2016,249,Shōnen,"Fantastique,Drame,Action,Comédie,Aventure,Jeu",https://www.japscan.me/imgs/mangas/hardcore-leveling-warrior.jpg
"
Hareluya II Boy
",Japon,EnCours,+12ans,1992,34,Shōnen,"Anges,Drame,SchoolLife,Dieux/Déesses,Action,Comédie,Aventure,Combats,Religion,SliceOfLife",https://www.japscan.me/imgs/mangas/hareluya-ii-boy.jpg
"
Harisugawa Au Pays Des Miroirs
",Japon,Terminé,+12ans,2011,3,Shōnen,"Fantastique,Surnaturel,Ecchi,Comédie,Romance",https://www.japscan.me/imgs/mangas/harisugawa-au-pays-des-miroirs.jpg
"
Haritoge Kuremi To Ou No Ie
",Japon,EnCours,+10ans,2017,19.5,Seinen,"Fantastique,SliceOfLife",https://www.japscan.me/imgs/mangas/haritoge-kuremi-to-ou-no-ie.jpg
"
Harmony
",Japon,Terminé,+14ans,2015,4,Seinen,"Suspense,Drame,Mystère,Dystopie,Action,Science-fiction,Psychologie,Futur,Enquête,Medical,Secret",https://www.japscan.me/imgs/mangas/harmony.jpg
"
Haru Et La Fille Aux Bandages
",Japon,EnCours,+14ans,2012,4,Seinen,"Drame,Mystère,Psychologique,SchoolLife,Surnaturel,Romance,Psychologie",https://www.japscan.me/imgs/mangas/haru-et-la-fille-aux-bandages.jpg
"
Haru Koi
",Japon,Terminé,+14ans,2007,1,Josei,"Drame,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/haru-koi.jpg
"
Harumichi
",Japon,EnCours,+14ans,2009,3,Seinen,"Action,Social",https://www.japscan.me/imgs/mangas/harumichi.jpg
"
Haru No Noroi
",Japon,Terminé,+14ans,2015,2,Josei,"Drame,Psychologique,Romance,Tragédie,SliceOfLife",https://www.japscan.me/imgs/mangas/haru-no-noroi.jpg
"
Haru Yo Koi
",Japon,Terminé,+14ans,1999,1,Seinen,"Drame,Mature,SchoolLife,Ecchi,Comédie,Romance,Adulte,SliceOfLife",https://www.japscan.me/imgs/mangas/haru-yo-koi.jpg
"
Hasla
",CoréeDuSud,EnCours,+14ans,2019,2.1,Seinen,"Mystère,Action,Crime,Webtoon",https://www.japscan.me/imgs/mangas/hasla.jpg
"
Hataraku Saibou BABY
",Japon,EnCours,+14ans,null,1,Seinen,"Mystère,Action,Crime,Webtoon",https://www.japscan.me/imgs/mangas/hataraku-saibou-baby.jpg
"
Hatenkou Yuugi
",Japon,EnCours,+12ans,1999,19,"Shōjo,Josei","Fantastique,Drame,Mystère,Psychologique,Surnaturel,Mystery,Action,Comédie,Aventure,Romance,Tragédie,Fantasy",https://www.japscan.me/imgs/mangas/hatenkou-yuugi.jpg
"
Hato - Toujours Plus Haut !
",Japon,Terminé,+14ans,1964,3,Seinen,"Drame,Tragique,Aventure,Historique",https://www.japscan.me/imgs/mangas/hato-toujours-plus-haut.jpg
"
Hatsukanezumi No Jikan
",Japon,Terminé,+14ans,2004,4,Seinen,"Suspense,Drame,Mystère,Psychologique,Ecole,Scientifique",https://www.japscan.me/imgs/mangas/hatsukanezumi-no-jikan.jpg
"
Hatsukoi Dance!
",Japon,EnCours,+12ans,2018,10,Shōjo,"Sports,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hatsukoi-dance.jpg
"
Hatsukoi Dandelion
",Japon,Terminé,+12ans,2014,1,Shōjo,"SchoolLife,Romance,Amour",https://www.japscan.me/imgs/mangas/hatsukoi-dandelion.jpg
"
Hatsukoi Limited
",Japon,Terminé,+14ans,2008,4,Shōnen,"SchoolLife,Ecchi,Comédie,Romance",https://www.japscan.me/imgs/mangas/hatsukoi-limited.jpg
"
Hatsukoi Succubus
",Japon,EnCours,+12ans,2010,1,Shōjo,"Comédie,Romance,Fantasy",https://www.japscan.me/imgs/mangas/hatsukoi-succubus.jpg
"
Hatsune Mix
",Japon,EnCours,+12ans,2007,3,Shōnen,"Comédie,SliceOfLife",https://www.japscan.me/imgs/mangas/hatsune-mix.jpg
"
Hawkwood
",Japon,Terminé,+14ans,2010,8,Seinen,"Drame,Mature,Action,Gore,Militaire,Comédie,Guerre,Historique,Tragédie,Survival,Philosophique",https://www.japscan.me/imgs/mangas/hawkwood.jpg
"
Hayabusa - Sanada Dengekichou
",Japon,Terminé,+14ans,2010,3,"Shōjo,Josei","Action,Comédie,Combats,Historique,Histoire,Samourai",https://www.japscan.me/imgs/mangas/hayabusa-sanada-dengekichou.jpg
"
Hayate The Combat Butler
",Japon,Terminé,+12ans,2004,52,Shōnen,"Drame,SchoolLife,Surnaturel,Action,Comédie,Ecole,Aventure,Romance,Mafia,Yakuza,Harem,Parodie,Otaku,Crossdressing,Travail,SliceOfLife,Maids",https://www.japscan.me/imgs/mangas/hayate-the-combat-butler.jpg
"
Hazure Skill ""Gacha""
",Japon,EnCours,+12ans,2020,1.3,null,"Drame,SchoolLife,Surnaturel,Action,Comédie,Ecole,Aventure,Romance,Mafia,Yakuza,Harem,Parodie,Otaku,Crossdressing,Travail,SliceOfLife,Maids",https://www.japscan.me/imgs/mangas/hazure-skill-gacha.jpg
"
Hazure Skill ""Kage Ga Usui"" O Motsu Guild Shokuin Ga, Jitsuha Densetsu No Ansatsusha
",Japon,EnCours,+12ans,null,1.4,null,"Drame,SchoolLife,Surnaturel,Action,Comédie,Ecole,Aventure,Romance,Mafia,Yakuza,Harem,Parodie,Otaku,Crossdressing,Travail,SliceOfLife,Maids",https://www.japscan.me/imgs/mangas/hazure-skill-kage-ga-usui-o-motsu-guild-shokuin-ga-jitsuha-densetsu-no-ansatsusha.jpg
"
Hazure Waku No Joutai Ijou Skill De Saikyou Ni Natta Ore Ga Subete Wo Juurin Suru Made
",Japon,EnCours,+12ans,2019,16.2,null,"Drame,SchoolLife,Surnaturel,Action,Comédie,Ecole,Aventure,Romance,Mafia,Yakuza,Harem,Parodie,Otaku,Crossdressing,Travail,SliceOfLife,Maids",https://www.japscan.me/imgs/mangas/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made.jpg
"
Heads
",Japon,Terminé,+16ans,2003,4,Seinen,"Suspense,Drame,Mature,Mystère,Psychologique,Romance,Tragédie,Science-fiction,SliceOfLife",https://www.japscan.me/imgs/mangas/heads.jpg
"
Head Trick
",Japon,EnCours,+12ans,2011,87,Shōnen,"Action,Sport,TrancheDeVie,Tournois",https://www.japscan.me/imgs/mangas/head-trick.jpg
"
Heartbeats
",Japon,Terminé,+12ans,2012,5,Shōjo,"Drame,TrancheDeVie,Ecole,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/heartbeats.jpg
"
Heartbroken Chocolatier
",Japon,Terminé,+14ans,2009,9,Josei,"Drame,TrancheDeVie,Comédie,Romance,Gastronomie",https://www.japscan.me/imgs/mangas/heartbroken-chocolatier.jpg
"
Heartcatch Precure!
",Japon,EnCours,+12ans,2010,1,Shōjo,"Fantastique,Surnaturel,Aventure",https://www.japscan.me/imgs/mangas/heartcatch-precure.jpg
"
Heart No Diamond
",Japon,EnCours,+12ans,2010,3,Shōjo,"Drame,SchoolLife,Surnaturel,Comédie,Romance,Fantasy",https://www.japscan.me/imgs/mangas/heart-no-diamond.jpg
"
Heart No Ousama
",Japon,Terminé,+12ans,2007,5,Josei,"Drame,TrancheDeVie,Romance",https://www.japscan.me/imgs/mangas/heart-no-ousama.jpg
"
Heart Throbbing Conqueror
",CoréeDuSud,EnCours,+14ans,2020,5,Shōjo,"Fantastique,SchoolLife,Comédie,Romance,Amour,Isekai,Webtoon,Fantasy,VideoGames,ReverseHarem",https://www.japscan.me/imgs/mangas/heart-throbbing-conqueror.jpg
"
Heaven Defying Sword
",Japon,EnCours,+14ans,2019,20,null,"Fantastique,SchoolLife,Comédie,Romance,Amour,Isekai,Webtoon,Fantasy,VideoGames,ReverseHarem",https://www.japscan.me/imgs/mangas/heaven-defying-sword.jpg
"
Heaven Eleven
",Japon,Terminé,+12ans,2003,5,Shōnen,"Sport,Comédie,Humour",https://www.japscan.me/imgs/mangas/heaven-eleven.jpg
"
Heaven Guards
",Chine,EnCours,+12ans,2020,20,Shōnen,"Fantastique,Action,Historique,ArtsMartiaux,Webtoon,FullColor",https://www.japscan.me/imgs/mangas/heaven-guards.jpg
"
Heavenly Demon Bakery
",CoréeDuSud,EnCours,+12ans,2022,1,null,"Fantastique,Action,Historique,ArtsMartiaux,Webtoon,FullColor",https://www.japscan.me/imgs/mangas/heavenly-demon-bakery.jpg
"
Heavenly Demon Cultivation Simulation
",CoréeDuSud,EnCours,+14ans,2021,16,Shōnen,"Fantastique,Action,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-demon-cultivation-simulation.jpg
"
Heavenly Demon Instructor
",CoréeDuSud,EnCours,+14ans,2021,42,null,"Fantastique,Action,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-demon-instructor.jpg
"
Heavenly God Mnemonic
",Chine,EnCours,+12ans,2019,37,Seinen,"Fantastique,Isekai,Réincarnation,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-god-mnemonic.jpg
"
Heavenly Inquisition Sword
",CoréeDuSud,EnCours,+12ans,2022,9,Shounen,"Fantastique,Drame,Action,Aventure,Historique,ArtsMartiaux",https://www.japscan.me/imgs/mangas/heavenly-inquisition-sword.jpg
"
Heavenly Jewel Change
",Chine,EnCours,+12ans,2019,52.5,Shōnen,"Fantastique,Drame,Mature,Ecchi,Action,Comédie,Aventure,Harem,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-jewel-change.jpg
"
Heavenly Martial God
",CoréeDuSud,EnCours,+14ans,2021,10,Shōnen,"Fantastique,Action,Aventure,Historique,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-martial-god.jpg
"
Heavenly Match
",CoréeDuSud,EnCours,+12ans,2012,18,Shōjo,"Fantastique,Drame,Surnaturel,Action,Aventure,Romance,Psychologie,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-match.jpg
"
Heavenly Solo Defender
",Chine,EnCours,+14ans,2022,3,Shounen,"Fantastique,Drame,Action,Combats,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-solo-defender.jpg
"
Heavenly Sword's Grand Saga
",CoréeDuSud,EnCours,+14ans,2022,22,null,"Fantastique,Drame,Action,Combats,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/heavenly-sword-s-grand-saga.jpg
"
Heaven Official's Blessing
",Chine,EnCours,+14ans,2021,36,Shōjo,"Mystère,Surnaturel,Action,Romance,ArtsMartiaux,Webtoon,Webcomic,Ghosts",https://www.japscan.me/imgs/mangas/heaven-official-s-blessing.jpg
"
He Dedicated To Roses
",CoréeDuSud,Terminé,+12ans,2007,33,Shōjo,"Drame,SchoolLife,Action,Comédie,Ecole,Romance,GenderBender,Crossdressing,SliceOfLife",https://www.japscan.me/imgs/mangas/he-dedicated-to-roses.jpg
"
Hedgehog Harry
",Japon,EnCours,+12ans,2017,120,Shounen,"TrancheDeVie,Comédie,Animaux",https://www.japscan.me/imgs/mangas/hedgehog-harry.jpg
"
Heeran Love Song
",CoréeDuSud,EnCours,+14ans,2021,26,"Shōjo,Josei","Fantastique,Drame,Historique,Romance",https://www.japscan.me/imgs/mangas/heeran-love-song.jpg
"
He Is A Beast
",Japon,Terminé,+12ans,2012,13,"Shōjo,Yaoi","Drame,SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/he-is-a-beast.jpg
"
He Is A Hero
",Japon,EnCours,+12ans,2018,81,Josei,"Romance,Webtoon,Fantasy,SliceOfLife",https://www.japscan.me/imgs/mangas/he-is-a-hero.jpg
"
He Is A High School Girl
",CoréeDuSud,EnPause,+12ans,2014,12,Shōnen,"Drame,SchoolLife,Action,Comédie,GenderBender,Crossdressing,Delinquents",https://www.japscan.me/imgs/mangas/he-is-a-high-school-girl.jpg
"
He Is My Master
",Japon,Terminé,+12ans,2003,5,Shōnen,"Ecchi,Comédie,Romance,Harem,Maids",https://www.japscan.me/imgs/mangas/he-is-my-master.jpg
"
He Is Nothing But Handsome
",Chine,EnCours,+14ans,2021,3,Shōjo,"Fantastique,Surnaturel,Romance,Amour,Webtoon",https://www.japscan.me/imgs/mangas/he-is-nothing-but-handsome.jpg
"
Helck
",Japon,EnCours,+14ans,2014,12,Shōnen,"Drame,Démons,Action,Comédie,Magie,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/helck.jpg
"
Hell 58
",CoréeDuSud,EnCours,+14ans,null,5,Shōnen,"Drame,Démons,Action,Comédie,Magie,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/hell-58.jpg
"
Hell Blade
",CoréeDuSud,Terminé,+14ans,2009,5,Seinen,"Suspense,Fantastique,Drame,Mature,Mystère,Horreur,Historique,Thriller",https://www.japscan.me/imgs/mangas/hell-blade.jpg
"
Hellboy et B.P.R.D
",CoréeDuSud,EnCours,+14ans,2016,1,null,"Suspense,Fantastique,Drame,Mature,Mystère,Horreur,Historique,Thriller",https://www.japscan.me/imgs/mangas/hellboy-et-b-p-r-d.jpg
"
Hell & Heaven
",Japon,Terminé,+14ans,2009,5.5,Yaoi,"Drame,Romance",https://www.japscan.me/imgs/mangas/hell-heaven.jpg
"
Hell Mode - Yarikomi Suki No Gamer Wa Hai Settei No Isekai De Musou Suru
",Japon,EnCours,+12ans,2021,18,Shōnen,"Fantastique,Action,Comédie,Aventure",https://www.japscan.me/imgs/mangas/hell-mode-yarikomi-suki-no-gamer-wa-hai-settei-no-isekai-de-musou-suru.jpg
"
Hello Fucktopia
",Japon,Terminé,+12ans,2014,18,null,"Fantastique,Action,Comédie,Aventure",https://www.japscan.me/imgs/mangas/hello-fucktopia.jpg
"
Hello Kitty
",Japon,EnCours,+12ans,1976,18,null,"Fantastique,Action,Comédie,Aventure",https://www.japscan.me/imgs/mangas/hello-kitty.jpg
"
Hello, Summer
",CoréeDuSud,Terminé,+14ans,2018,3,Shōjo,"SchoolLife,Romance,Tragédie,Webtoon",https://www.japscan.me/imgs/mangas/hello-summer.jpg
"
Hello Sweetie: Mr. Xu's Little Hottie
",Chine,EnCours,+16ans,2020,7,Shōjo,"Comédie,Romance",https://www.japscan.me/imgs/mangas/hello-sweetie-mr-xu-s-little-hottie.jpg
"
Hello Viviane
",Chine,Terminé,+14ans,2015,1,Seinen,"Drame,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hello-viviane.jpg
"
Hello Zombie Girl
",CoréeDuSud,EnCours,+14ans,2019,22,Shōnen,"Ecchi,TrancheDeVie,Comédie,Romance,Science-fiction,Webtoon,SliceOfLife",https://www.japscan.me/imgs/mangas/hello-zombie-girl.jpg
"
Hellper
",CoréeDuSud,Terminé,+12ans,2012,188,Shōnen,"Surnaturel,Action,Comédie,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/hellper.jpg
"
Hell's Developer
",Chine,EnCours,+12ans,null,3,Shōnen,"Surnaturel,Action,Comédie,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/hell-s-developer.jpg
"
Hellsing
",Japon,Terminé,+16ans,1997,10,Seinen,"Fantastique,Mature,Psychologique,Surnaturel,Démons,Action,Horreur,Gore,Militaire,Magie,Monstres,Vampires,Smut,Police,Fantasy,Religion",https://www.japscan.me/imgs/mangas/hellsing.jpg
"
Hellsing The Dawn
",Japon,Terminé,+14ans,2001,1,Seinen,"Mature,Surnaturel,Action,Horreur,Militaire,Comédie,Historique,Monstres,Vampires,Genderswap",https://www.japscan.me/imgs/mangas/hellsing-the-dawn.jpg
"
Hell's Kitchen
",Japon,EnPause,+12ans,2010,13,Shōnen,"Fantastique,Surnaturel,Comédie,SliceOfLife,Cooking",https://www.japscan.me/imgs/mangas/hell-s-kitchen.jpg
"
Help!!
",Japon,Terminé,+12ans,2003,1,Shōjo,"Drame,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/help.jpg
"
Helvetica
",Japon,Terminé,+12ans,2017,4,Seinen,"Suspense,Fantastique,Drame,SchoolLife,Surnaturel,Action,Thriller,Sorcières",https://www.japscan.me/imgs/mangas/helvetica.jpg
"
Hémisphères
",Japon,EnCours,+12ans,2011,15,Shounen,"Surnaturel,Action,Comédie,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/hemispheres.jpg
"
Hen
",Japon,EnCours,+14ans,1995,8,"Seinen,Yuri","Drame,SchoolLife,Ecchi,Ecole,Romance,Adulte,ShoujoAi",https://www.japscan.me/imgs/mangas/hen.jpg
"
Henjo - The Strange Female High-Schooler Amaguri Senko
",Japon,EnCours,+16ans,2020,19,Seinen,"Ecchi,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/henjo-the-strange-female-high-schooler-amaguri-senko.jpg
"
Henkyou Gurashi No Maou, Tensei Shite Saikyou No Majutsushi Ni Naru
",Japon,EnCours,+16ans,2020,19,null,"Ecchi,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/henkyou-gurashi-no-maou-tensei-shite-saikyou-no-majutsushi-ni-naru.jpg
"
Henkyou No Roukishi – Bard Loen
",Japon,EnCours,+16ans,2014,15,Seinen,"Fantastique,Drame,Action,Aventure,Fantasy",https://www.japscan.me/imgs/mangas/henkyou-no-roukishi-bard-loen.jpg
"
Henyoku No Labyrinth
",Japon,Terminé,+12ans,2014,10,Shōjo,"Fantastique,Drame,SchoolLife,Surnaturel,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/henyoku-no-labyrinth.jpg
"
Heresy
",Japon,EnCours,+12ans,2016,9,Shōnen,"Surnaturel,Démons,Action,Historique,ArtsMartiaux,Webtoon,Webcomic,Ghosts",https://www.japscan.me/imgs/mangas/heresy.jpg
"
Her Highness Is Mighty
",Chine,EnCours,+12ans,2019,15,Josei,"Drame,Surnaturel,Romance,Webtoon,Fantasy,FullColor",https://www.japscan.me/imgs/mangas/her-highness-is-mighty.jpg
"
Her Majesty's Dog
",Japon,EnCours,null,2001,15,Shōjo,"SchoolLife,Surnaturel,Horreur,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/her-majesty-s-dog.jpg
"
Her Majesty’s Swarm
",Japon,EnCours,+16ans,2020,8,Seinen,"Fantastique,Drame,Démons,Action,Horreur,Gore,Guerre,Monstres,Isekai,Réincarnation,VideoGames",https://www.japscan.me/imgs/mangas/her-majesty-s-swarm.jpg
"
Hero? Ça Fait Longtemps Que J'Ai Arrêté
",Chine,EnCours,+16ans,2016,102,Shōnen,"Surnaturel,Action,Comédie,Aventure,SuperPouvoirs,Science-fiction,Super-héros,ArtsMartiaux,Webcomic",https://www.japscan.me/imgs/mangas/hero-ca-fait-longtemps-que-j-ai-arrete.jpg
"
Heroes Of Fury
",Japon,EnCours,+16ans,2012,1,Shōnen,"Surnaturel,Action,Comédie,Aventure,SuperPouvoirs,Science-fiction,Super-héros,ArtsMartiaux,Webcomic",https://www.japscan.me/imgs/mangas/heroes-of-fury.jpg
"
Hero Has Returned
",CoréeDuSud,EnCours,+14ans,2021,20,Shōnen,"Fantastique,Action,Tragédie,Webtoon",https://www.japscan.me/imgs/mangas/hero-has-returned.jpg
"
Heroman
",Japon,EnPause,+14ans,2009,5,Shōnen,"Action,Science-fiction,Mechas",https://www.japscan.me/imgs/mangas/heroman.jpg
"
Hero Mask
",Japon,EnCours,+14ans,null,11,Shōnen,"Action,Science-fiction,Mechas",https://www.japscan.me/imgs/mangas/hero-mask.jpg
"
Hero Of Darkness
",Japon,EnCours,+14ans,2019,3.1,Shōnen,"Drame,Surnaturel,Action,Comédie,Magie,Aventure,Romance,Monstres,Fantasy",https://www.japscan.me/imgs/mangas/hero-of-darkness.jpg
"
Hero's
",Japon,Terminé,+10ans,2019,1,Shōnen,"Fantastique,Surnaturel,Ecchi,Action,Comédie,Magie,Aventure,Science-fiction,Fantasy,Crossover",https://www.japscan.me/imgs/mangas/hero-s.jpg
"
Hero Tales
",Japon,Terminé,+12ans,2006,5,Shōnen,"Fantastique,Drame,Action,Comédie,Aventure,Historique,ArtsMartiaux,Fantasy",https://www.japscan.me/imgs/mangas/hero-tales.jpg
"
Hero Waltz
",CoréeDuSud,EnCours,+12ans,2014,40.5,Shōnen,"Drame,Action,Comédie,Romance,Tragédie,Science-fiction,Webtoon",https://www.japscan.me/imgs/mangas/hero-waltz.jpg
"
Hero With Another Opinion
",Japon,EnCours,+14ans,2020,6,Shounen,"Drame,Démons,Action,Fantasy",https://www.japscan.me/imgs/mangas/hero-with-another-opinion.jpg
"
Her Royal Highness Seems To Be Angry
",Japon,EnCours,+14ans,2019,4,null,"Drame,Démons,Action,Fantasy",https://www.japscan.me/imgs/mangas/her-royal-highness-seems-to-be-angry.jpg
"
Her Summon
",CoréeDuSud,EnCours,+14ans,2018,60,Shōnen,"Fantastique,Mystère,Surnaturel,Action,Comédie,Magie,Aventure,Monstres,AutreMonde,Isekai,Webtoon",https://www.japscan.me/imgs/mangas/her-summon.jpg
"
Hertz Around You
",Chine,EnCours,+14ans,2020,28,Yuri,"Drame,SchoolLife,Surnaturel,Comédie,Magie,Romance,Webtoon,Fantasy,ShoujoAi,SliceOfLife",https://www.japscan.me/imgs/mangas/hertz-around-you.jpg
"
Herzl: Une Histoire Européenne
",Chine,Terminé,+14ans,2018,1,null,"Drame,SchoolLife,Surnaturel,Comédie,Magie,Romance,Webtoon,Fantasy,ShoujoAi,SliceOfLife",https://www.japscan.me/imgs/mangas/herzl-une-histoire-europeenne.jpg
"
Hetalia: Axis Powers
",Japon,EnCours,+12ans,2008,2,Shounen,"Comédie,Historique,Parodie",https://www.japscan.me/imgs/mangas/hetalia-axis-powers.jpg
"
H.E - The Hunt For Energy
",Japon,Terminé,+14ans,2012,3,Seinen,"Mystère,Surnaturel,Romance,Science-fiction",https://www.japscan.me/imgs/mangas/h-e-the-hunt-for-energy.jpg
"
Hey, Little Duke, Trust In Your Sister!
",CoréeDuSud,EnCours,+14ans,2022,9,Shōjo,"Fantastique,Historique,Romance,Réincarnation,VoyageDansLeTemps,Webtoon",https://www.japscan.me/imgs/mangas/hey-little-duke-trust-in-your-sister.jpg
"
Hiatari Ryōkō!
",Japon,EnCours,+12ans,1980,5,Shōjo,"SchoolLife,Sport,TrancheDeVie,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hiatari-ryoko.jpg
"
Hibari No Asa
",Japon,Terminé,+14ans,2011,2,Josei,"Drame,Mature,Psychologique,SchoolLife,Ecole,SliceOfLife",https://www.japscan.me/imgs/mangas/hibari-no-asa.jpg
"
Hibi Chouchou
",Japon,Terminé,+12ans,2012,12,Shōjo,"SchoolLife,Comédie,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/hibi-chouchou.jpg
"
Hidamari No Tsuki
",Japon,EnCours,+10ans,2017,1,Shōjo,"SchoolLife,Ecole,Romance,Amour",https://www.japscan.me/imgs/mangas/hidamari-no-tsuki.jpg
"
Hidan No Aria
",Japon,EnCours,+14ans,2009,16,Seinen,"Drame,SchoolLife,Surnaturel,Ecchi,Action,Comédie,Ecole,Romance,Science-fiction,Harem",https://www.japscan.me/imgs/mangas/hidan-no-aria.jpg
"
Hidarite No Love Letter
",Japon,Terminé,null,2008,16,Shōjo,"Drame,SchoolLife,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/hidarite-no-love-letter.jpg
"
Hidden Marriage 100 Points: Provoke A Wife To Marry One Get One Free
",Chine,EnCours,+12ans,2019,222,Shōjo,"Drame,TrancheDeVie,Comédie,Romance,GenderBender,Webtoon",https://www.japscan.me/imgs/mangas/hidden-marriage-100-points-provoke-a-wife-to-marry-one-get-one-free.jpg
"
Hidden Surface Town
",Chine,EnCours,+12ans,2017,32,Shōjo,"Drame,Surnaturel,TrancheDeVie,Romance,Monstres,Webtoon,Webcomic",https://www.japscan.me/imgs/mangas/hidden-surface-town.jpg
"
HideOut
",Japon,Terminé,+14ans,2010,1,Seinen,"Suspense,Fantastique,Horreur,Aventure",https://www.japscan.me/imgs/mangas/hideout.jpg
"
Higanjima - L'île Des Vampires
",Japon,Terminé,+14ans,2003,33,Seinen,"Suspense,Drame,Mystère,Surnaturel,Action,Horreur,Gore,Aventure,Tragédie,Monstres,Vampires,Survival,SexuelViolence",https://www.japscan.me/imgs/mangas/higanjima-l-ile-des-vampires.jpg
"
Higanjima - Saigo No 47 Hiai
",Japon,EnCours,+14ans,2010,16,Seinen,"Suspense,Fantastique,Mature,Mystère,Surnaturel,Démons,Action,Horreur,Gore,Aventure,Tragédie,Violence,Vampires,Thriller,Survival,Fantasy",https://www.japscan.me/imgs/mangas/higanjima-saigo-no-47-hiai.jpg
"
Higan No Ishi
",Japon,EnCours,+14ans,2013,5,Josei,"Drame,Psychologique,Surnaturel,Romance,Fantasy",https://www.japscan.me/imgs/mangas/higan-no-ishi.jpg
"
Higasa-Chan
",Japon,EnCours,+14ans,2013,16,Josei,"Drame,Psychologique,Surnaturel,Romance,Fantasy",https://www.japscan.me/imgs/mangas/higasa-chan.jpg
"
Hige Wo Soru. Soshite Joshikosei Wo Hirou.
",Japon,EnCours,+16ans,2018,28,"Seinen,Shounen","Drame,TrancheDeVie,Comédie,Romance,Amour,Adolescence,Travail,Célibat",https://www.japscan.me/imgs/mangas/hige-wo-soru-soshite-joshikosei-wo-hirou.jpg
"
Highest Level Returnee
",CoréeDuSud,EnCours,+16ans,2020,186,null,"Drame,TrancheDeVie,Comédie,Romance,Amour,Adolescence,Travail,Célibat",https://www.japscan.me/imgs/mangas/highest-level-returnee.jpg
"
High School
",CoréeDuSud,Terminé,+14ans,2000,12,Shōnen,"SchoolLife,Action,Comédie,Humour,Sonyun-Manhwa,Delinquents",https://www.japscan.me/imgs/mangas/high-school.jpg
